SAN JOSE BUILDING ID,STREET,CITY,STATE,ZIP CODE,ASSESSOR PARCEL NUMBER,YEAR BUILT,PRIMARY PROPERTY TYPE,ASSESSOR GROSS FLOOR AREA (ft^2),REPORTED GROSS FLOOR AREA (ft^2),ANNUAL REPORTING YEAR,ANNUAL BENCHMARKING STATUS,BEYOND BENCHMARKING COMPLIANCE YEAR,BEYOND BENCHMARKING COMPLIANCE STATUS,ENERGY STAR SCORE,WEATHER NORMALIZED SITE ENERGY USE INTENSITY (kBTU/ft^2),WEATHER NORMALIZED SOURCE ENERGY USE INTENSITY (kBTU/ft^2),SITE ENERGY USE INTENSITY (kBTU/ft^2),SOURCE ENERGY USE INTENSITY (kBTU/ft^2),TOTAL ELECTRICITY USE (kWh),TOTAL NATURAL GAS USE (therms),INDIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),DIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),TOTAL GREENHOUSE GAS EMISSIONS (metric tons of CO2e),MUNICIPALLY SUPPLIED WATER INDOOR USE (kgal),MUNICIPALLY SUPPLIED WATER MIXED USE (kgal),MUNICIPALLY SUPPLIED WATER OUTDOOR USE (kgal),RECYCLED WATER INDOOR USE (kgal),RECYCLED WATER MIXED USE (kgal),RECYCLED WATER OUTDOOR USE (kgal),WELL WATER INDOOR USE (kgal),WELL WATER MIXED USE (kgal),WELL WATER OUTDOOR USE (kgal),OTHER WATER INDOOR USE (kgal),OTHER WATER MIXED USE (kgal),OTHER WATER OUTDOOR USE (kgal),TOTAL WATER USE (kgal),WATER USE INTENSITY (gal/ft^2),US EPA WATER SCORE
1259-0-00,4861 campbell ave,san jose,CA,95130,30712012,1964,multifamily housing,49163,49918,2023,in compliance,,,100,21.6,23.6,21.9,23.9,7818.5,10665,1.8,56.6,58.5,3306.6,,,,,,,,,,,,3306.6,66.24,29
1260-0-00,4980 hamilton ave,san jose,CA,95130,30712014,2003,multifamily housing,28357,79620,2023,in compliance,,,100,20.3,43.1,21.2,45.1,305474.8,6430,73.9,34.2,108.1,,3315.6,,,,,,,,,,,3315.6,41.64,46
1261-0-00,1560 san tomas aquino rd,san jose,CA,95130,30725064,1965,multifamily housing,63520,63520,2023,in compliance,,,90,40.6,70.8,40.6,70.8,300253.6,15514.9,70.2,82.4,152.6,,3211.6,,,,,,,,,,,3211.6,50.56,56
1261-1-00,4034 hamilton ave,san jose,CA,95130,30745017,1963,multifamily housing,34928,34928,2023,in compliance,,,100,24.7,40.4,25.2,41.1,85970.2,5856.7,20.1,31.1,51.2,,1626.3,,,,,,,,,,,1626.3,46.56,67
1262-0-00,975 saratoga sunnyvale rd,san jose,CA,95129,35927030,2000,retail store,129793,105744,2023,in compliance,2023,compliant,95,35.5,81,38.2,84,775952.2,13951.6,181.4,74.1,255.5,2923.2,,,,,,,,,,,,2923.2,27.64,
1263-0-00,1071 s de anza blvd,san jose,CA,95129,35933013,1985,strip mall,25299,62365,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264-0-00,1125 s de anza blvd,san jose,CA,95129,35934002,1964,retail store,20100,20100,2023,in compliance,,,99,28.1,67,29.1,66.4,120889.8,1715.7,28.3,9.1,37.4,,324.4,,,,,,,,,,,324.4,16.14,
1265-0-00,1153 saratoga sunnyvale rd,san jose,CA,95129,35934003,1985,strip mall,73883,62365,2023,in compliance,,,,178.6,353.4,179.1,351.5,1707515,53440.2,399.2,283.8,683.1,1308.8,,,,,,,,,,,,1308.8,20.99,
1266-0-00,7213 rainbow dr,san jose,CA,95129,37223020,1985,multifamily housing,30200,30000,2023,in compliance,,,100,37.3,51.4,37.8,51.9,61307.3,9239.6,14.3,49.1,63.4,3127.6,,,,,,,,,,,,3127.6,104.25,36
1267-0-00,7250 blue hill dr,san jose,CA,95129,37224007,1980,multifamily housing,63485,51000,2023,in compliance,,,,42.3,69.3,43.7,71.6,219888.7,14765.4,51.4,78.4,129.8,,4536.5,,,,,,,,,,,4536.5,88.95,
1268-0-00,1111 weyburn ln,san jose,CA,95129,37225009,1972,multifamily housing,49600,11200,2023,in compliance,,,,166.5,294.7,172.8,307.8,237113.4,11259.4,55.4,59.8,115.2,,,,,,,,,,,1863.9,,1863.9,166.42,
1268-1-00,7205 clarendon st,san jose,CA,95129,37226001,1971,multifamily housing,61920,63951,2023,in compliance,2023,compliant,100,19,29.8,20.3,32.8,129053.2,9214.1,30.2,48.9,79.1,,4795.1,,,,,,,,,,,4795.1,71.57,10
1269-0-00,7200 bollinger rd,san jose,CA,95129,37226013,1964,multifamily housing,61732,61732,2023,in compliance,,,100,22.2,27.2,22.7,27.7,39559,12687.9,9.2,67.4,76.6,,3870.1,,,,,,,,,,,3870.1,62.69,48
1271-0-00,1026 s de anza blvd,san jose,CA,95129,37226016,1974,multifamily housing,83236,90284,2023,in compliance,,,96,38.2,70.5,39.6,73,474864.9,19572.3,111,104,215,6479.1,,,,,,,,,,,,6479.1,71.76,45
1272-0-00,1054 s de anza blvd,san jose,CA,95129,37226022,1983,office,31701,31701,2023,in compliance,,,58,78.2,127.2,79.4,127.5,234769.3,17147.4,54.9,91.1,146,,658.5,,,,,,,,,,,658.5,20.77,
1273-0-00,1060 s de anza blvd,san jose,CA,95129,37230061,1968,strip mall,39668,39668,2023,in compliance,,,15,127.5,236.8,127.5,236.8,683502.8,27269.2,165.4,144.8,310.3,,1091.4,,,,,,,,,,,1091.4,27.51,
1274-0-00,5600 stevens creek blvd,san jose,CA,95129,37512050,1998,multifamily housing,370966,344990,2023,in compliance,2023,compliant,93,27.9,55,29,57.3,1667036,50618.6,389.8,268.9,658.6,,13519.1,,,,,,,,,,,13519.1,36.44,53
1275-0-00,175 calvert dr,san jose,CA,95129,37512049,1971,multifamily housing,196396,192008,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278-0-00,202 calvert dr,san jose,CA,95014,37519027,2000,multifamily housing,151956,151956,2023,in compliance,,,100,19.5,26.9,20,27.7,194604.7,27953.4,45.5,148.5,194,,9779,,,,,,,,,,,9779,56.44,35
1279-0-00,5300 stevens creek blvd,san jose,CA,95129,37520002,1981,office,86244,87239,2023,in compliance,,,45,101.2,185.5,102.1,185,1132292,50214,274,266.7,540.8,,,,,,,,,,,,,,,
1280-0-00,6150 bollinger rd,san jose,CA,95129,37713012,1969,supermarket/grocery store,37578,37578,2023,in compliance,,,64,183.3,408.7,183.3,408.7,1360558,22474,318.1,119.4,437.5,1535,,,,,,,,,,,,1535,40.85,
1281-0-00,6164 bollinger rd,san jose,CA,95129,37713016,1991,restaurant,23672,23672,2023,in compliance,,,,378.3,509.1,377.5,506.9,437912.9,74426.5,102.4,395.3,497.7,617.5,,,,,,,,,,,,617.5,26.09,
1282-0-00,5555 prospect rd,san jose,CA,95129,37826001,1975,residential care facility,34230,74350,2023,in compliance,,,,60,108,62.8,110.7,556825,27694.7,134.8,147.1,281.9,99073.6,,,,,,,,,,,,99073.6,1332.53,
1283-0-00,5450 mayme ave,san jose,CA,95129,37826002,1965,multifamily housing,37010,37010,2023,in compliance,,,97,37.9,68.2,39.2,69.6,176448.5,8490.1,41.3,45.1,86.4,,2536.1,,,,,,,,,,,2536.1,68.52,32
1284-0-00,1600 petersen ave,san jose,CA,95129,37826003,1963,multifamily housing,41000,39320,2023,in compliance,,,64,53.1,77.7,55.9,80.7,145418.2,17002.2,34,90.3,124.3,,2781.6,,,,,,,,,,,2781.6,70.74,28
1285-0-00,5475 prospect rd,san jose,CA,95129,37826016,1985,multifamily housing,40650,40650,2023,in compliance,,,58,45.6,76.4,47.6,78.6,195011.3,12698.8,45.6,67.4,113,1846.9,,,,,,,,,,,,1846.9,45.44,56
1286-0-00,1601 petersen ave,san jose,CA,95129,37827026,1967,residential care facility,66265,120000,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287-0-00,1544 maurice ln,san jose,CA,95129,37829001,1965,multifamily housing,74482,74482,2023,in compliance,2023,compliant,97,23.8,54.3,24.3,55.8,376914.6,5254.4,85.34,27.91,113.25,,3987.9,,,,,,,,,,,3987.9,53.54,47
1288-0-00,1395 saratoga ave,san jose,CA,95129,38106069,1969,,62328,,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289-0-00,1411 saratoga ave,san jose,CA,95129,38106070,1962,,25108,,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290-0-00,1431 saratoga ave,san jose,CA,95129,38106071,1962,,106501,,2023,not submitted,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
1291-0-00,1455 saratoga ave,san jose,CA,95129,38106091,1987,,23746,,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292-0-00,675 saratoga ave,san jose,CA,95129,38107006,1985,strip mall,61202,78054,2023,in compliance,,,,175.5,363.9,174.4,360.8,2322401,56903.1,543,302.2,845.2,2712.4,,255.1,,,,,,,,,,2967.5,38.02,
1293-0-00,5170 moorpark ave,san jose,CA,95129,38119036,1988,retail store,23196,23197,2023,in compliance,,,67,51.8,140.2,52.3,139.5,328494,921.1,76.8,4.9,81.7,484.5,,,,,,,,,,,,484.5,20.89,
1294-0-00,5253 prospect rd,san jose,CA,95129,38136014,2017,strip mall,108472,11562,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295-0-00,5365 prospect rd,san jose,CA,95129,38136028,1962,retail store,52840,52840,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296-0-00,5281 prospect rd,san jose,CA,95129,38136029,1962,enclosed mall,39279,62400,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297-0-00,5205 prospect rd,san jose,CA,95129,38137025,2002,strip mall,76700,74500,2023,in compliance,,,,127.5,254,130.6,257.2,1498383,46176.2,350.3,245.3,595.6,,,,,,,,,,2219.4,,,2219.4,29.79,
1298-0-00,4241 moorpark ave,san jose,CA,95129,38144042,2001,,44768,,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299-0-00,4241 moorpark ave,san jose,CA,95129,38144044,1999,hotel,44768,65120,2023,in compliance,,,98,48,88.9,49.3,90.5,422371.1,17678.5,98.8,93.9,192.7,1845.5,,,,,440.8,,,,0,,,2286.3,35.11,
1300-0-00,1807 saratoga ave,san jose,CA,95117,38623058,1988,office,22425,23315,2023,in compliance,,,,8.1,21.1,8.3,21.1,48238.2,299.3,11.3,1.6,12.9,,1508.4,,,,,,,,,,,1508.4,64.7,
1301-0-00,4738 campbell ave,san jose,CA,95130,40302047,1995,multifamily housing,102785,104393,2023,in compliance,,,94,40,60.8,41.1,62.1,331636.4,31608.9,77.5,167.9,245.4,,7994.7,,,,,,,,,,,7994.7,76.58,
1302-0-00,100-1550 el paseo de saratoga,san jose,CA,95130,40333014,1997,lifestyle center,295950,326836,2023,in compliance,,,,4.7,12,4.7,12,386322.5,2108.5,90.3,11.2,101.5,4035.2,3196.2,,,,,,,,,,,7231.4,22.13,
1303-0-00,400 el paseo de saratoga,san jose,CA,95130,40333015,1998,retail store,45774,38153,2023,in compliance,,,65,43.8,115.7,44.8,116.5,443743,1962,107.4,10.4,117.8,162,,,,,,,,,,,,162,4.25,
1304-0-00,13500 quito rd,san jose,CA,95130,40337052,1961,other,32598,32589,2023,in compliance,,,,182.9,261.9,187,266,380056.1,47968.9,92,254.8,346.8,,2306.1,,,,,,,,,,,2306.1,70.76,
1305-0-00,4300 bucknall rd,san jose,CA,95130,40359012,1958,k-12 school,59672,374616,2023,in compliance,,,100,11.7,24.8,12.1,25.1,778439.3,18733.2,182,99.5,281.5,,5962.8,,,,,,,,,,,5962.8,15.92,
1306-0-00,2275 s bascom ave,san jose,CA,95008,41219025,1986,multifamily housing,226620,231010,2023,in compliance,,,100,11.4,17.3,11.4,17.3,204288.9,19364.5,47.8,102.9,150.6,,15510.8,,,,,,,,,,,15510.8,67.14,14
1308-0-00,2520 s bascom ave,san jose,CA,95008,41221054,1970,multifamily housing,89064,94000,2023,in compliance,,,99,32.4,47.6,33.5,48.7,212874.8,24214.9,49.8,128.6,178.4,,3025.1,,,,,,,,,,,3025.1,32.18,86
1309-0-00,2580 s bascom ave,san jose,CA,95008,41221055,2002,multifamily housing,48543,62606,2023,in compliance,,,99,23.1,44.5,23.4,44.8,212751.2,7382.9,51.5,39.2,90.7,,3321.2,,,,,,,,,,,3321.2,53.05,41
1311-0-00,2628 union ave,san jose,CA,95124,41222022,1969,strip mall,24366,25964,2023,in compliance,,,,138.8,243.5,138.1,241.5,419635,21548.3,98.1,114.5,212.6,,,82,,,,,,,,,,82,3.16,
1312-0-00,2565 s bascom ave,san jose,CA,95008,41224028,2002,multifamily housing,69644,95046,2023,in compliance,,,95,25.1,52.3,25.7,53.7,424686.5,9938.3,102.8,52.8,155.6,,3162.1,,,,,,,,,,,3162.1,33.27,71
1313-0-00,2643 s bascom ave,san jose,CA,95008,41241035,1963,,20000,,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316-0-00,2200 curtner ave,san jose,CA,95008,41406001,1964,multifamily housing,55305,61629,2023,in compliance,2023,compliant,74,47.4,76.5,49.5,78.8,266120.4,20234.3,62.2,107.5,169.7,,4477.8,,,,,,,,,,,4477.8,75.62,18
1317-0-00,2761 s bascom ave,san jose,CA,95008,41406013,2000,hotel,50688,50688,2023,in compliance,,,82,47.1,117.7,47.1,117.7,578708,4147,135.3,22,157.3,3120,,,,,,,,,,,,3120,61.55,
1319-0-00,2027 camden ave,san jose,CA,95124,41425010,1900,supermarket/grocery store,48928,49018,2023,in compliance,,,54,163.6,434.6,162.6,431.8,2143287,6593.4,501.1,35,536.1,,3309.6,,,,,,,,,,,3309.6,67.52,
1320-0-00,2039 camden ave,san jose,CA,95124,41425015,1990,other - mall,29039,71636,2023,pending revisions,,,,357974.4,1002328,357974.4,1002328,7515784000,,1757262,0,1757262,4353.8,,2035.1,,,,,,,,,,6388.9,89.19,
1320-1-00,3369 union ave,san jose,CA,95124,41425018,2005,other - recreation,58678,58678,2023,in compliance,,,,62.5,76.2,69.4,83.4,103370.2,37192.7,25,197.5,222.6,,5077.2,,,,,,,,,,,5077.2,86.53,
1321-0-00,3650 s bascom ave,san jose,CA,95124,41429015,1981,multifamily housing,74150,74600,2023,in compliance,,,93,37.8,62.2,39.5,63.9,280192.1,19901.5,65.5,105.7,171.2,,6440,,,,,,,,,,,6440,86.33,19
1322-0-00,3260 s bascom ave,san jose,CA,95124,41432011,1999,self-storage facility,124508,124508,2023,in compliance,2023,not submitted,,4.3,12.1,4.3,12.1,157553.7,,36.8,0,36.8,,318.8,,,,,,,,,,,318.8,2.56,
1323-0-00,3341 s bascom ave,san jose,CA,95008,41439015,2000,hotel,31356,31356,2023,in compliance,,,100,32.8,66.8,32.6,66.2,168314.6,4467.6,40.7,23.7,64.5,562.9,,323.9,,,,,,,,,,886.8,28.28,
1324-0-00,3425 s bascom ave,san jose,CA,95008,41440048,1984,,27753,,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325-0-00,1705 branham ln,san jose,CA,95118,41901077,1988,strip mall,38730,38730,2023,in compliance,,,,105.4,223.7,104.5,221,722092.9,15832.1,168.8,84.1,252.9,,1201,,,,,,,,,,,1201,31.01,
1327-0-00,1805 hillsdale ave,san jose,CA,95124,41905028,1987,retail store,109236,133697,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328-0-00,1816 hillsdale ave,san jose,CA,95124,41905055,1971,,20802,,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329-0-00,1830 hillsdale ave,san jose,CA,95124,41905066,1985,strip mall,42217,42510,2023,in compliance,,,,34.4,96.4,34.4,96.4,429026.1,,100.3,0,100.3,88,,,,,,,,,,,,88,2.07,
1330-0-00,1855 hillsdale ave,san jose,CA,95124,41905067,2002,retail store,132320,110310,2023,in compliance,,,100,13,18.9,15,21,97745.7,13212.3,22.9,70.2,93,2393,,,,,,,,,,,,2393,21.69,
1331-0-00,1825 hillsdale ave,san jose,CA,95124,41905068,1980,fitness center/health club/gym,74150,68000,2023,in compliance,,,,74.9,163.8,73.6,160.1,943601,17851.8,220.6,94.8,315.4,4216.3,,,,,,,,,,,,4216.3,62,
1331-1-00,14420 union ave,san jose,CA,95124,41908013,1953,,335570,,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332-0-00,1977 heimgartner ln,san jose,CA,95124,41932072,1977,multifamily housing,57997,57700,2023,in compliance,,,100,29.2,35.9,30,36.9,51839.6,15557.8,12.1,82.6,94.8,,2825.4,,,,,,,,,,,2825.4,48.97,38
1333-0-00,4525 union ave,san jose,CA,95124,42107003,1960,k-12 school,71188,107025,2023,in compliance,,,99,20.7,39.8,22,41.2,323934.3,12476.9,75.7,66.3,142,,5423.9,,,,,,,,,,,5423.9,50.68,
1334-0-00,2100 logic dr,san jose,CA,95124,42107029,1983,other - technology/science,140000,140000,2023,in compliance,,,,241.5,416.3,240.5,413.3,3770162,208008,881.5,1104.8,1986.3,306.7,,,,,,,,,,,,306.7,2.19,
1334-0-01,2101 logic dr.,san jose,CA,95124,42107029,1983,other - technology/science,80000,80000,2023,in compliance,,,,539.2,819.4,539.2,819.4,3393111,315596.2,793.3,1676.3,2469.6,,1689.7,,,,,,,,,,,1689.7,21.12,
1335-0-00,2050 logic dr,san jose,CA,95124,42107030,1999,other - technology/science,175685,170000,2023,in compliance,2023,compliant,,101.9,184.7,101.7,184.5,4243859,28075,530.8,149.1,680,862.5,,879,,,,,,,,,,1741.5,10.24,
1336-0-00,2001 logic dr,san jose,CA,95124,42107031,1996,other - technology/science,72400,72000,2023,in compliance,2023,compliant,,114.7,301.5,114.2,298,2147107,8985,502,47.7,549.7,567,,,,,,,,,,,,567,7.87,
1337-0-00,2055 logic dr,san jose,CA,95124,42107032,1992,other - technology/science,113400,108000,2023,in compliance,,,,172.1,406.4,173.4,407.8,5008177,16349,960.8,86.8,1047.6,,914.9,,,,,,,,,,,914.9,8.47,
1338-0-00,4960 national ave,san jose,CA,95124,42113031,1960,multifamily housing,31040,29500,2023,in compliance,,,74,52.3,81.5,54.8,84.2,131552.2,11676.2,30.8,62,92.8,,1429.9,,,,,,,,,,,1429.9,48.47,65
1339-0-00,4930 national ave,san jose,CA,95124,42113035,1964,multifamily housing,30720,20000,2023,in compliance,,,100,41.7,49.6,42.4,50.4,19670.1,7804.7,4.6,41.5,46.1,,1835.7,,,,,,,,,,,1835.7,91.79,36
1340-0-00,2065 los gatos almaden rd,san jose,CA,95124,42120014,1965,senior living community,21442,21548,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341-0-00,2360 samaritan pl,san jose,CA,95124,42136007,1981,multifamily housing,69992,125899,2023,in compliance,,,76,48.7,95.4,48.7,95.4,680695.2,21525.1,159.2,114.3,273.5,,5171,,,,,,,,,,,5171,56.29,51
1341-1-00,2425 samaritan dr,san jose,CA,95124,42136009,1965,hospital (general medical & surgical),450033,462290,2023,in compliance,,,36,287.1,523.2,287,525.9,17383340,733862.6,6486.1,3897.9,10384,28678.2,,196.9,,,,,,,,,,28875.2,62.46,
1342-0-00,2400 samaritan pl,san jose,CA,95124,42136012,1993,medical office,20855,23060,2023,in compliance,,,63,57.5,150.5,56.6,148.1,342335.6,1373.1,80,7.3,87.3,,406.4,,,,,,,,,,,406.4,17.62,
1343-0-00,2505 samaritan dr,san jose,CA,95124,42137002,1966,medical office,32791,51087,2023,in compliance,,,,38.4,68.2,38.4,68.2,238991.4,11440.4,55.9,60.8,116.6,,2055.8,,,,,,,,,,,2055.8,40.24,
1344-0-00,2577 samaritan dr,san jose,CA,95124,42137005,1976,medical office,41233,42100,2023,in compliance,,,18,119.5,221.9,121,222.2,671092.1,28039.7,156.9,148.9,305.8,,681.5,,,,,,,,,,,681.5,16.19,
1345-0-00,2581 samaritan dr,san jose,CA,95124,42137019,1987,medical office,231762,70500,2023,in compliance,,,97,71.4,161.2,72.2,162,1667718,26533.2,389.9,140.9,530.9,,1852.5,,,,,,,,,,,1852.5,16.04,
1345-1-00,2508 samaritan ct,san jose,CA,95124,42138012,2020,parking,83421,83421,2023,exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345-2-00,2506 samaritan ct,san jose,CA,95124,42138013,2020,medical office,69250,69250,2023,exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346-0-00,906 willow st,san jose,CA,95125,42903069,1969,,28584,,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347-0-00,1100 lincoln ave,san jose,CA,95125,42906093,2010,mixed use property,59817,59817,2023,in compliance,,,4,191.5,322.9,192.2,322.2,790335.2,48364.4,184.8,256.9,441.7,,3101.4,,,,,,,,,,,3101.4,79.13,
1348-0-00,1165 lincoln ave,san jose,CA,95125,42907032,1965,enclosed mall,24446,23237,2023,in compliance,,,,187.9,336.8,191.3,338.6,522735.3,25526.8,122.2,135.6,257.8,73.7,,,,,,,,,,,,73.7,3.25,
1349-0-00,1134 willow st,san jose,CA,95125,42907040,1985,multifamily housing,25912,23750,2023,in compliance,,,80,37.7,68.4,39.4,72.2,122737.4,5166.7,28.7,27.4,56.1,2666.8,,,,,,,,,,,,2666.8,112.29,5
1349-1-00,1336 cherry ave,san jose,CA,95125,42914026,1958,worship facility,27235,27235,2023,in compliance,,,100,22.1,38.4,24.2,40.5,68435.3,4266.4,16,22.7,38.7,,1703.6,,,,,,,,,,,1703.6,62.55,
1349-2-00,1409-1471 bird avenue,san jose,CA,95125,42920049,1968,other - mall,20130,20130,2023,in compliance,,,,95.4,145.2,95.1,144.3,149779.8,14030.6,35,74.5,109.5,,2305.9,,,,,,,,,,,2305.9,114.55,
1350-0-00,1489 bird ave,san jose,CA,95125,42920050,2016,supermarket/grocery store,23200,23200,2023,in compliance,,,56,216.6,514.9,216.9,512.8,1107584,12540,259,66.6,325.6,512,,,,,,,,,,,,512,22.07,
1351-0-00,1570 hamilton ave,san jose,CA,95125,42946018,1959,strip mall,24100,23575,2023,in compliance,,,,0,0,0,0,12.9,,0,0,0,,1.5,,,,,,,,,,,1.5,0.06,
1353-0-00,1880 meridian ave,san jose,CA,95125,42946034,1977,retail store,31430,32000,2023,in compliance,,,96,39.4,61.7,41.3,63.7,108768.3,9515.2,25.4,50.5,76,1310.6,,,,,,,,,,,,1310.6,40.96,
1354-0-00,1550 hamilton ave,san jose,CA,95125,42946058,2021,retail store,21185,21585,2023,in compliance,,,43,72.5,186.8,73.8,186.5,394278.6,2466.6,92.2,13.1,105.3,,251.6,,,,,,,,,,,251.6,11.66,
1355-0-00,1660 gaton dr,san jose,CA,95125,42946059,1976,multifamily housing,103376,153250,2023,in compliance,,,68,58,94,59.5,95.2,841416.1,62449.4,196.7,331.7,528.4,5111,,5965.2,,,,,,,,,,11076.2,72.28,
1356-0-00,1712 meridian ave,san jose,CA,95125,42946064,1990,retail store,28480,28962,2023,in compliance,,,100,18.8,52.1,18.7,51.5,154684.6,129.8,36.2,0.7,36.9,787,,787,,,,,,,,,,1573.9,54.34,
1357-0-00,1530 hamilton ave,san jose,CA,95125,42946068,1999,supermarket/grocery store,55447,55447,2023,in compliance,,,81,154.2,361.8,154.2,361.8,1855986,22198,433.9,117.9,551.9,2285,,,,,,,,,,,,2285,41.21,
1358-0-00,1533 alta glen dr,san jose,CA,95125,42948051,1963,multifamily housing,30939,35120,2023,in compliance,,,100,14.3,39.9,15,42,154249.6,0,36.1,0,36.1,,2067.4,,,,,,,,,,,2067.4,58.87,60
1359-0-00,1515 alta glen dr,san jose,CA,95125,42948054,1963,multifamily housing,28953,29075,2023,in compliance,,,92,35.4,61.3,36.4,63.7,123977.4,6362.8,29,33.8,62.8,,1478.4,,,,,,,,,,,1478.4,50.85,77
1360-0-00,1514 alta glen dr,san jose,CA,95125,42948056,1963,multifamily housing,34278,36126,2023,in compliance,,,89,34,57.7,35.6,59.4,132882.5,8344,31.1,44.3,75.4,,1774.8,,,,,,,,,,,1774.8,49.13,65
1361-0-00,1514 meridian ave,san jose,CA,95125,42948058,1976,office,37000,42122,2023,in compliance,,,35,91.1,187.3,92.6,187.4,635812.4,17310.9,148.7,91.9,240.6,1626.3,,,,,,,,,,,,1626.3,38.61,
1362-0-00,780 willow st,san jose,CA,95125,43401056,1990,strip mall,27830,27830,2023,in compliance,,,,183.9,286,184.2,284.9,426395.3,36713.4,99.7,195,294.7,,85,,,,,,,,,,,85,3.05,
1363-0-00,1102 bird ave,san jose,CA,95125,43401057,1991,self-storage facility,38864,38864,2023,in compliance,,,,1.9,4.8,2,4.8,17954.3,147.2,4.2,0.8,5,,504.2,,,,,,,,,,,504.2,12.97,
1364-0-00,1381 s 1st st,san jose,CA,95110,43410099,1998,other - public services,22073,20000,2023,in compliance,,,,59.5,139.9,62.6,142.1,255623.1,3800,59.8,20.2,80,218.7,,,,,,,,,,,,218.7,10.94,
1365-0-00,1200 lick ave,san jose,CA,95110,43412098,1998,multifamily housing,35979,36137,2023,in compliance,,,96,28.9,61.7,30.1,64.5,198963.4,4078.9,46.5,21.7,68.2,,2898.7,,,,,,,,,,,2898.7,80.21,30
1365-1-00,444 w alma ave,san jose,CA,95110,43420027,1951,social/meeting hall,32958,50000,2023,exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366-0-00,1496 almaden rd,san jose,CA,95125,43421037,1999,multifamily housing,78127,107663,2023,in compliance,,,100,19.3,39,19.3,39,337094.4,9281.1,78.8,49.3,128.1,,5067.6,,,,,,,,,,,5067.6,47.07,42
1367-0-00,1500 almaden rd,san jose,CA,95125,43421040,2001,multifamily housing,131032,155763,2023,in compliance,2023,pending,90,36.2,58.6,37.1,59.6,537685.4,39430.7,125.7,209.4,335.2,,7605.6,,,,,,,,,,,7605.6,48.83,
1369-0-00,1640 la rossa cir,san jose,CA,95125,43425023,1988,multifamily housing,120000,123442,2023,in compliance,,,53,35.8,70.3,36.8,72.3,697166.5,21578.9,163,114.6,277.6,,10453.3,,,,,,,,,,,10453.3,84.68,3
1371-0-00,1567 almaden expy,san jose,CA,95125,43426032,1956,other,44580,44580,2023,in compliance,,,,16.8,47,16.8,47,219540.2,,51.3,0,51.3,,427.2,,,,,,,,,,,427.2,9.58,
1372-0-00,1501 almaden rd,san jose,CA,95125,43426036,2007,multifamily housing,195541,241821,2023,in compliance,,,65,60.6,106.4,61.5,107.9,1107079,56167.9,258.8,298.3,557.2,,16198.3,,,,,,,,,,,16198.3,106.11,22
1373-0-00,465 willow glen way,san jose,CA,95125,43430026,2002,multifamily housing,44259,60707,2023,in compliance,,,96,31.1,49.2,31.1,49.2,168184.3,13151.5,39.3,69.9,109.2,,5392.8,,,,,,,,,,,5392.8,88.83,4
1373-1-00,2175 lincoln ave,san jose,CA,95125,43908011,1980,other - recreation,20800,20800,2023,in compliance,,,,30.5,40.7,33.5,43.9,30355.5,5925.1,7.3,31.5,38.8,,151.8,,,,,,,,,,,151.8,7.3,
1374-0-00,1425 foxworthy ave,san jose,CA,95118,43941075,1955,strip mall,68802,20000,2023,in compliance,,,,124.1,310.5,125.5,310.1,597346,4716.3,139.7,25.1,164.7,1280.7,,,,,,,,,,,,1280.7,64.04,
1375-0-00,2939 old almaden rd,san jose,CA,95125,43948035,1966,multifamily housing,26868,27926,2023,in compliance,,,55,37.8,66.2,38.8,68.4,129491.4,6415.6,30.3,34.1,64.4,,2053.3,,,,,,,,,,,2053.3,73.53,7
1376-0-00,1661 foxworthy ave,san jose,CA,95124,44244022,1961,strip mall,30075,33570,2023,in compliance,,,,63,169.4,63.8,170.2,580374.2,1598.8,135.7,8.5,144.2,,60.8,,,,,,,,,,,60.8,1.81,
