SAN JOSE BUILDING ID,STREET,CITY,STATE,ZIP CODE,ASSESSOR PARCEL NUMBER,YEAR BUILT,PRIMARY PROPERTY TYPE,ASSESSOR GROSS FLOOR AREA (ft^2),REPORTED GROSS FLOOR AREA (ft^2),ANNUAL REPORTING YEAR,ANNUAL BENCHMARKING STATUS,BEYOND BENCHMARKING COMPLIANCE YEAR,BEYOND BENCHMARKING COMPLIANCE STATUS,ENERGY STAR SCORE,WEATHER NORMALIZED SITE ENERGY USE INTENSITY (kBTU/ft^2),WEATHER NORMALIZED SOURCE ENERGY USE INTENSITY (kBTU/ft^2),SITE ENERGY USE INTENSITY (kBTU/ft^2),SOURCE ENERGY USE INTENSITY (kBTU/ft^2),TOTAL ELECTRICITY USE (kWh),TOTAL NATURAL GAS USE (therms),INDIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),DIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),TOTAL GREENHOUSE GAS EMISSIONS (metric tons of CO2e),MUNICIPALLY SUPPLIED WATER INDOOR USE (kgal),MUNICIPALLY SUPPLIED WATER MIXED USE (kgal),MUNICIPALLY SUPPLIED WATER OUTDOOR USE (kgal),RECYCLED WATER INDOOR USE (kgal),RECYCLED WATER MIXED USE (kgal),RECYCLED WATER OUTDOOR USE (kgal),WELL WATER INDOOR USE (kgal),WELL WATER MIXED USE (kgal),WELL WATER OUTDOOR USE (kgal),OTHER WATER INDOOR USE (kgal),OTHER WATER MIXED USE (kgal),OTHER WATER OUTDOOR USE (kgal),TOTAL WATER USE (kgal),WATER USE INTENSITY (gal/ft^2),US EPA WATER SCORE
1245-0-00,3200 loma verde dr,san jose,CA,95117,30502060,1964,multifamily housing,114899,29634,2024,in compliance,,,94,27.8,50,28.7,51.4,105403,4908.5,25.5,26.1,51.6,,2865.6,,,,,,,,,,,2865.6,96.7,2
1248-0-00,1380 lexington dr,san jose,CA,95117,30507045,1967,multifamily housing,91360,72848,2024,in compliance,,,62,52.1,81.6,53.9,83.6,328993.7,28069.1,79.6,149.1,228.7,,86.1,,,,,,,,,,,86.1,1.18,100
1249-0-00,1315 eden ave,san jose,CA,95117,30507049,1980,multifamily housing,122668,128604,2024,in compliance,,,71,49.8,80.9,51.6,82.7,615684.7,45296.5,149,240.6,389.6,,12548,,,,,,,,,,,12548,97.57,14
1250-0-00,1405 phelps ave,san jose,CA,95117,30512004,1968,multifamily housing,30240,33000,2024,in compliance,,,98,34.4,54.2,34.6,54.8,101929.2,7939,24.7,42.2,66.8,,1518.5,,,,,,,,,,,1518.5,46.02,72
1251-0-00,1334 saratoga ave,san jose,CA,95129,30701002,1975,retail store,24500,24500,2024,in compliance,,,100,5.4,12.4,5.9,12.9,27691.1,491.9,6.7,2.6,9.3,22.3,,,,,,,,,,,,22.3,0.91,
1252-0-00,1322 saratoga ave,san jose,CA,95129,30701003,1975,retail store,33350,36625,2024,in compliance,,,99,19.1,43.3,19.6,42.7,135480,2564.9,32.8,13.6,46.4,704.8,,,,,,,,,,,,704.8,19.24,
1252-1-00,4555 hamilton ave,san jose,CA,95130,30704066,1972,multifamily housing,24394,18475,2024,in compliance,,,92,36.5,58.1,37.9,59.6,61164.7,4917.6,14.8,26.1,40.9,,720.4,,,,,,,,,,,720.4,38.99,63
1253-0-00,4775 atherton ave,san jose,CA,95130,30705003,1968,multifamily housing,25080,25696,2024,in compliance,,,100,19.9,28.6,21.6,32.2,41005,4149,9.3,22,31.3,,1250.1,,,,,,,,,,,1250.1,48.65,53
1254-0-00,4809 atherton ave,san jose,CA,95130,30705004,1964,multifamily housing,22904,22904,2024,in compliance,,,,24.5,29.2,24.9,29.7,13621.9,5240.9,3.08,27.84,30.92,,1318.1,,,,,,,,,,,1318.1,57.55,
1255-0-00,1490 saratoga ave,san jose,CA,95129,30705065,1991,worship facility,30000,40000,2024,in compliance,,,100,10,10.2,10.9,11.1,66920.7,2066.9,16.2,11,27.2,0,161.1,,,,,,,,,,,161.1,4.03,
1256-0-00,4680 hamilton avenue,san jose,CA,95130,30710053,1968,multifamily housing,36653,31748,2024,in compliance,,,80,44.5,77.2,45.4,77.5,158189.8,9025.8,38.3,47.9,86.2,,2446.9,,,,,,,,,,,2446.9,77.07,19
1258-0-00,1600 saratoga ave,san jose,CA,95129,30711020,2002,retail store,793257,166572,2024,in compliance,,,,39,89.1,38.8,88.2,7189403.7,62757.7,1530.1,333.3,1863.4,,13523.9,,,,,,,,,,,13523.9,17.05,
1259-0-00,4861 campbell ave,san jose,CA,95130,30712012,1964,multifamily housing,49163,49918,2024,in compliance,,,100,19.3,22.1,19.3,22.1,15577,9096,3.8,48.3,52.1,,,,3782.3,,,,,,,,,3782.3,75.77,19
1260-0-00,4980 hamilton ave,san jose,CA,95130,30712014,2003,multifamily housing,28357,79620,2024,in compliance,,,100,21.4,44.7,22,46.3,363697.6,5141.5,88,27.3,115.3,,3945.7,,,,,,,,,,,3945.7,49.56,30
1261-0-00,1560 san tomas aquino rd,san jose,CA,95130,30725064,1965,multifamily housing,63520,63520,2024,in compliance,,,89,39.9,70,40.8,71.5,305321.2,15489.3,73.9,82.3,156.2,,3156.1,,,,,,,,,,,3156.1,49.69,57
1261-1-00,4034 hamilton ave,san jose,CA,95130,30745017,1963,multifamily housing,34928,34928,2024,in compliance,,,100,26.5,42.9,27.1,43.6,88541.8,6452.3,21.4,34.3,55.7,,1967.4,,,,,,,,,,,1967.4,56.33,51
1262-0-00,975 saratoga sunnyvale rd,san jose,CA,95129,35927030,2000,retail store,129793,105744,2024,in compliance,,,49,124.3,173.3,128.2,177.4,757122,109782,183.2,583.1,766.4,3894,,,,,,,,,,,,3894,36.82,
1264-0-00,1125 s de anza blvd,san jose,CA,95129,35934002,1964,retail store,20100,20100,2024,in compliance,,,96,28.6,62.4,30.8,63.2,103883.5,2638.3,25.1,14,39.2,,1281.3,,,,,,,,,,,1281.3,63.75,
1265-0-00,1153 saratoga sunnyvale rd,san jose,CA,95129,35934003,1985,strip mall,73883,62365,2024,in compliance,2024,compliant,,193.8,377.8,193.9,374.8,1787585,59940.9,432.6,318.4,751,1871.6,,,,,,,,,,,,1871.6,30.01,
1266-0-00,7213 rainbow dr,san jose,CA,95129,37223020,1985,multifamily housing,30200,30000,2024,in compliance,2024,compliant,100,34,43.3,36,45.7,39623.1,9451.7,9.6,50.2,59.8,3090.2,,,,,,,,,,,,3090.2,103.01,37
1267-0-00,7250 blue hill dr,san jose,CA,95129,37224007,1980,multifamily housing,63485,51000,2024,in compliance,,,,43.5,70.4,45,72.7,217054.7,15564.8,52.5,82.7,135.2,,4386.3,,,,,,,,,,,4386.3,86.01,
1268-0-00,1111 weyburn ln,san jose,CA,95129,37225009,1972,multifamily housing,49600,11200,2024,in compliance,,,,175.9,306.4,181,315,234469.7,12270.2,56.7,65.2,121.9,,,,,,,,,,,3300.6,,3300.6,294.7,
1268-1-00,7205 clarendon st,san jose,CA,95129,37226001,1971,multifamily housing,61920,63951,2024,in compliance,,,100,20.1,32.8,21.3,35.2,137478.3,8930.3,31.1,47.4,78.6,,4884.9,,,,,,,,,,,4884.9,76.39,39
1269-0-00,7200 bollinger rd,san jose,CA,95129,37226013,1964,multifamily housing,61732,61732,2024,in compliance,2024,compliant,99,39.3,63.3,41.2,65.3,228527.3,17614.6,55.3,93.6,148.9,,3461.9,,,,,,,,,,,3461.9,56.08,58
1271-0-00,1026 s de anza blvd,san jose,CA,95129,37226016,1974,multifamily housing,83236,90284,2024,in compliance,,,96,40.7,72.5,42.6,75.5,465502.4,22549.9,112.7,119.8,232.4,6816.2,,,,,,,,,,,,6816.2,75.5,40
1272-0-00,1054 s de anza blvd,san jose,CA,95129,37226022,1983,office,31701,31701,2024,in compliance,,,57,81.3,129.1,82.1,128.6,225128.8,18346.8,54.5,97.4,151.9,,548.5,,,,,,,,,,,548.5,17.3,
1273-0-00,1060 s de anza blvd,san jose,CA,95129,37230061,1968,strip mall,39668,39668,2024,in compliance,2024,compliant,,118.2,202.5,120.7,205.1,520597.6,30132.2,126,160,286,,1642.9,,,,,,,,,,,1642.9,41.42,
1274-0-00,5600 stevens creek blvd,san jose,CA,95129,37512050,1998,multifamily housing,370966,344990,2024,in compliance,,,90,29.1,58.4,30.1,60.2,1652819,47448.8,400,252,652.1,,11544.2,,,,,,,,,,,11544.2,33.46,65
1278-0-00,202 calvert dr,san jose,CA,95014,37519027,2000,multifamily housing,151956,151956,2024,in compliance,,,85,35.5,66.4,36.8,68.9,768774.2,29736.4,186.1,157.9,344,,9006.6,,,,,,,,,,,9006.6,59.27,42
1280-0-00,6150 bollinger rd,san jose,CA,95129,37713012,1969,supermarket/grocery store,37578,37578,2024,in compliance,,,65,179.6,407.2,179.9,402.5,1344494,21726,325.4,115.4,440.8,1367,,,,,,,,,,,,1367,36.38,
1281-0-00,6164 bollinger rd,san jose,CA,95129,37713016,1991,restaurant,23672,23672,2024,in compliance,,,,351.5,492.3,350,488.1,478221,66534.8,115.7,353.4,469.1,795.3,,,,,,,,,,,,795.3,33.6,
1283-0-00,5450 mayme ave,san jose,CA,95129,37826002,1965,multifamily housing,37010,37010,2024,in compliance,,,97,39.1,67.9,40.9,69.7,166098.1,9461.7,40.2,50.3,90.5,,2337.1,,,,,,,,,,,2337.1,63.15,39
1284-0-00,1600 petersen ave,san jose,CA,95129,37826003,1963,multifamily housing,41000,39320,2024,in compliance,,,52,57.1,83.4,60.6,87,154342.2,18551.6,37.4,98.5,135.9,,2571.3,,,,,,,,,,,2571.3,65.4,34
1285-0-00,5475 prospect rd,san jose,CA,95129,37826016,1985,multifamily housing,40650,40650,2024,in compliance,,,48,49.5,80.4,51.9,82.9,193493.1,14498.3,46.8,77,123.8,2895.7,,,,,,,,,,,,2895.7,71.24,19
1287-0-00,1544 maurice ln,san jose,CA,95129,37829001,1965,multifamily housing,74482,74482,2024,in compliance,,,98,23.3,52.4,23.7,53.6,357618,5474.7,86.6,29.1,115.6,,3840.5,,,,,,,,,,,3840.5,51.56,50
1292-0-00,675 saratoga ave,san jose,CA,95129,38107006,1985,strip mall,61202,78054,2024,in compliance,,,,178.1,371.7,176.5,367.2,2377135,56681.8,575.3,301.1,876.4,356.8,,,,,,,,,,,,356.8,4.57,
1293-0-00,5170 moorpark ave,san jose,CA,95129,38119036,1988,retail store,23196,23197,2024,in compliance,,,66,53.2,143.4,53.1,141.1,331634.6,1001.7,80.3,5.3,85.6,76.1,,,,,,,,,,,,76.1,3.28,
1297-0-00,5205 prospect rd,san jose,CA,95129,38137025,2002,strip mall,76700,74500,2024,in compliance,,,,127.9,245.4,131.2,247,1362174,51297.9,329.7,272.5,602.2,,,,,,,,,,2338.7,,,2338.7,31.39,
1299-0-00,4241 moorpark ave,san jose,CA,95129,38144044,1999,hotel,44768,65120,2024,in compliance,,,97,51.4,92.5,53.1,94.3,420414.8,20250,101.8,107.6,209.3,1912.5,,,,,393.7,,,,0,,,2306.2,35.41,
1300-0-00,1807 saratoga ave,san jose,CA,95117,38623058,1988,office,22425,23315,2024,in compliance,,,,10.1,26.1,10.1,25.9,59469.8,333.9,14.4,1.8,16.2,,1550.9,,,,,,,,,,,1550.9,66.52,
1301-0-00,4738 campbell ave,san jose,CA,95130,40302047,1995,multifamily housing,102785,104393,2024,in compliance,,,94,40.7,60.7,42,62.1,314300.9,33105.6,76.1,175.8,251.9,,8181.2,,,,,,,,,,,8181.2,78.37,
1302-0-00,100-1550 el paseo de saratoga,san jose,CA,95130,40333014,1997,lifestyle center,295950,326836,2024,in compliance,,,,2.8,7.9,2.8,7.9,269460.4,14.1,65.2,0.1,65.3,7768.7,488.4,,,,,,,,,,,8257.1,25.26,
1303-0-00,400 el paseo de saratoga,san jose,CA,95130,40333015,1998,retail store,45774,38153,2024,in compliance,,,81,35.5,91.9,37.4,93.9,348833,2363,84.4,12.6,97,145.4,,,,,,,,,,,,145.4,3.81,
1304-0-00,13500 quito rd,san jose,CA,95130,40337052,1961,other,32598,32589,2024,in compliance,,,,197.2,287,199.9,288.3,427524.5,50570.5,96.8,268.6,365.4,,2962.5,,,,,,,,,,,2962.5,90.9,
1305-0-00,4300 bucknall rd,san jose,CA,95130,40359012,1958,k-12 school,59672,374616,2024,in compliance,2024,not submitted,99,14.2,28.2,14.9,28.7,820352,27788.6,198.5,147.6,346.1,,4411.6,,,,,,,,,,,4411.6,11.78,
1306-0-00,2275 s bascom ave,san jose,CA,95008,41219025,1986,multifamily housing,226620,231010,2024,in compliance,,,100,9.4,15.2,9.7,15.4,203164.2,15436.7,49.2,82,131.2,,16132,,,,,,,,,,,16132,69.83,12
1308-0-00,2520 s bascom ave,san jose,CA,95008,41221054,1970,multifamily housing,89064,94000,2024,in compliance,,,98,33.5,49.3,34.6,50.2,219817.5,24979.7,53.2,132.7,185.9,,2830.6,,,,,,,,,,,2830.6,30.11,88
1309-0-00,2580 s bascom ave,san jose,CA,95008,41221055,2002,multifamily housing,48543,62606,2024,in compliance,,,97,27.1,50.5,27.3,50.7,279050.9,7563.2,67.5,40.2,107.7,,3417,,,,,,,,,,,3417,54.58,38
1311-0-00,2628 union ave,san jose,CA,95124,41222022,1969,strip mall,24366,25964,2024,in compliance,,,,113.3,199.3,113.3,199.3,349096.6,17514.6,84.5,93,177.5,,,61.5,,,,,,,,,,61.5,2.37,
1312-0-00,2565 s bascom ave,san jose,CA,95008,41224028,2002,multifamily housing,69644,95046,2024,in compliance,,,92,26.7,55.6,27.3,56.8,448684.4,10631.5,108.6,56.5,165.1,,159,,,,,,,,,,,159,1.67,100
1317-0-00,2761 s bascom ave,san jose,CA,95008,41406013,2000,hotel,50688,50688,2024,in compliance,2024,not submitted,84,49.4,119.8,49.4,119.8,576613,5389,139.6,28.6,168.2,3178,,,,,,,,,,,,3178,62.7,
1319-0-00,2027 camden ave,san jose,CA,95124,41425010,1900,supermarket/grocery store,48928,49018,2024,in compliance,2024,not submitted,56,162.1,429.7,160.6,425.6,2108889,6791.9,510.4,36.1,546.5,,3586.2,,,,,,,,,,,3586.2,73.16,
1320-0-00,2039 camden ave,san jose,CA,95124,41425015,1990,other - mall,29039,71636,2024,in compliance,,,,44.1,89.2,44,88,501859.1,14406.9,121.5,76.5,198,5325,,1198.9,,,,,,,,,,6523.9,91.07,
1320-1-00,3369 union ave,san jose,CA,95124,41425018,2005,other - recreation,58678,58678,2024,in compliance,,,,81.4,112.8,90.6,122.5,268159.9,44036.9,64.9,233.9,298.8,,5912.2,,,,,,,,,,,5912.2,100.76,
1321-0-00,3650 s bascom ave,san jose,CA,95124,41429015,1981,multifamily housing,74150,74600,2024,in compliance,,,91,39.9,64.4,41.7,65.9,276114.8,21697.5,66.8,115.2,182.1,,11371.1,,,,,,,,,,,11371.1,152.43,1
1322-0-00,3260 s bascom ave,san jose,CA,95124,41432011,1999,self-storage facility,124508,124508,2024,in compliance,,,,4.4,12.4,4.4,12.4,162170.4,,39.3,0,39.3,,376,,,,,,,,,,,376,3.02,
1323-0-00,3341 s bascom ave,san jose,CA,95008,41439015,2000,hotel,31356,31356,2024,in compliance,,,100,32.7,65.2,32.1,63.7,157509.2,4702.7,38.1,25,63.1,673.8,,181.3,,,,,,,,,,855.1,27.27,
1325-0-00,1705 branham ln,san jose,CA,95118,41901077,1988,strip mall,38730,38730,2024,in compliance,,,,100.5,210,99.5,207,665196.6,15836.9,161,84.1,245.1,,946.8,,,,,,,,,,,946.8,24.45,
1327-0-00,1805 hillsdale ave,san jose,CA,95124,41905028,1987,retail store,109236,133697,2024,in compliance,,,83,57.7,138.2,59.3,138.4,1704686,21153,412.6,112.4,524.9,1848,,,,,,,,,,,,1848,13.82,
1329-0-00,1830 hillsdale ave,san jose,CA,95124,41905066,1985,strip mall,42217,42510,2024,in compliance,,,,33.5,93.5,33.5,93.5,415436.8,60.2,100.5,0.3,100.9,90.5,,,,,,,,,,,,90.5,2.13,
1330-0-00,1855 hillsdale ave,san jose,CA,95124,41905067,2002,retail store,132320,110310,2024,in compliance,,,96,34.1,77.3,35.8,78.4,753374,13773,182.3,73.2,255.5,2488,,,,,,,,,,,,2488,22.55,
1331-0-00,1825 hillsdale ave,san jose,CA,95124,41905068,1980,fitness center/health club/gym,74150,68000,2024,in compliance,,,,74.2,157.4,74.3,155.5,882214.8,20406.3,213.5,108.4,321.9,4029.2,,,,,,,,,,,,4029.2,59.25,
1332-0-00,1977 heimgartner ln,san jose,CA,95124,41932072,1977,multifamily housing,57997,57700,2024,in compliance,2024,compliant,100,29.6,35.7,30.8,36.9,44475.6,16246.3,10.8,86.3,97.1,,2738.8,,,,,,,,,,,2738.8,47.47,41
1333-0-00,4525 union ave,san jose,CA,95124,42107003,1960,k-12 school,71188,107025,2024,in compliance,2024,not submitted,98,24.2,45.7,25.9,47.5,363395.2,15357.4,88,81.6,169.5,,4893.9,,,,,,,,,,,4893.9,45.73,
1334-0-00,2100 logic dr,san jose,CA,95124,42107029,1983,other - technology/science,140000,140000,2024,in compliance,,,,249,432.8,249,432.8,4017764,211471.6,972.4,1123.2,2095.6,540.1,,,,,,,,,,,,540.1,3.86,
1334-0-01,2101 logic dr.,san jose,CA,95124,42107029,1983,other - technology/science,80000,80000,2024,in compliance,,,,539,808.4,539,808.4,3248474,320372.1,786.2,1701.6,2487.9,,1654.7,,,,,,,,,,,1654.7,20.68,
1335-0-00,2050 logic dr,san jose,CA,95124,42107030,1999,other - technology/science,175685,170000,2024,in compliance,,,,90.7,171.2,90.4,170.8,3731491,26310.9,533.8,139.8,673.6,1324.1,,1499.1,,,,,,,,,,2823.1,16.61,
1336-0-00,2001 logic dr,san jose,CA,95124,42107031,1996,other - technology/science,72400,72000,2024,in compliance,,,,120.7,323.6,120.1,320.2,2340311,6642.6,566.4,35.3,601.7,734.6,,,,,,,,,,,,734.6,10.2,
1337-0-00,2055 logic dr,san jose,CA,95124,42107032,1992,other - technology/science,113400,108000,2024,in compliance,2024,compliant,,171,408.8,170.6,408.5,5054712.7,11810.1,1010,62.7,1072.8,,1220.1,,,,,,,,,,,1220.1,11.3,
1338-0-00,4960 national ave,san jose,CA,95124,42113031,1960,multifamily housing,31040,29500,2024,in compliance,2024,compliant,74,52.4,80.7,55,83.7,128173.8,11840.8,31,62.9,93.9,,1760.9,,,,,,,,,,,1760.9,59.69,47
1339-0-00,4930 national ave,san jose,CA,95124,42113035,1964,multifamily housing,30720,20000,2024,in compliance,,,100,56.8,65.3,56.8,65.3,19111.8,10700.1,4.6,56.8,61.5,,2355.8,,,,,,,,,,,2355.8,117.79,17
1341-0-00,2360 samaritan pl,san jose,CA,95124,42136007,1981,multifamily housing,69992,125899,2024,in compliance,,,58,61.6,108.7,61.5,108.2,671411.4,33556.6,162.5,178.2,340.7,3039.9,,262.2,,,,,,,,,,3302.1,35.94,83
1341-1-00,2425 samaritan dr,san jose,CA,95124,42136009,1965,hospital (general medical & surgical),450033,462290,2024,in compliance,,,31,307,538.4,302.4,536.8,16973600,819041.3,6598,4350.3,10948.3,28713.1,,104.4,,,,,,,,,,28817.6,62.34,
1342-0-00,2400 samaritan pl,san jose,CA,95124,42136012,1993,medical office,20855,23060,2024,in compliance,,,34,85.9,187,84.7,183.7,365979.4,7050.5,88.6,37.4,126,943.8,,,,,,,,,,,,943.8,40.93,
1343-0-00,2505 samaritan dr,san jose,CA,95124,42137002,1966,medical office,32791,51087,2024,in compliance,,,100,22.6,36.4,22.6,36.4,107738.4,7894.5,26.1,41.9,68,1967.9,,,,,,,,,,,,1967.9,38.52,
1344-0-00,2577 samaritan dr,san jose,CA,95124,42137005,1976,medical office,41233,42100,2024,in compliance,,,32,104.3,195.7,104.8,194.3,594244.5,23855.5,143.8,126.7,270.5,2735.7,,,,,,,,,,,,2735.7,64.98,
1345-0-00,2581 samaritan dr,san jose,CA,95124,42137019,1987,medical office,231762,70500,2024,in compliance,,,80,113.6,261.2,114.9,262.6,1675779,23835.9,405.6,126.6,532.2,2370.3,,,,,,,,,,,,2370.3,33.62,
1345-1-00,2508 samaritan ct,san jose,CA,95124,42138012,2020,parking,83421,83421,2024,in compliance,2024,compliant,,25.1,67.1,25.1,67.1,569299,1486,137.8,7.9,145.7,,594.5,,,,,,,,,,,594.5,7.13,
1345-2-00,2506 samaritan ct,san jose,CA,95124,42138013,2020,medical office,69250,69250,2024,in compliance,2024,compliant,81,55.5,136.5,56,137,907338,7830.4,219.6,41.6,261.2,,456.2,,,,,,,,,,,456.2,6.59,
1347-0-00,1100 lincoln ave,san jose,CA,95125,42906093,2010,mixed use property,59817,59817,2024,in compliance,2024,compliant,6,179.8,305,180.8,303.9,748895.7,45319.4,181.3,240.7,422,,3323.9,,,,,,,,,,,3323.9,84.8,
1348-0-00,1165 lincoln ave,san jose,CA,95125,42907032,1965,enclosed mall,24446,23237,2024,in compliance,,,,113.5,265.1,114.5,263.9,559085.6,7540.7,135.3,40.1,175.4,306.7,,,,,,,,,,,,306.7,13.2,
1349-0-00,1134 willow st,san jose,CA,95125,42907040,1985,multifamily housing,25912,23750,2024,in compliance,2024,compliant,73,40.8,73.9,42.2,76.4,127750.2,5662,30.9,30.1,61,1715.3,,,,,,,,,,,,1715.3,72.22,29
1349-1-00,1336 cherry ave,san jose,CA,95125,42914026,1958,worship facility,27235,27235,2024,in compliance,,,51,23.4,39,25.9,41.4,64452,4867,15.6,25.9,41.5,,1023.3,,,,,,,,,,,1023.3,37.57,
1349-2-00,1409-1471 bird avenue,san jose,CA,95125,42920049,1968,other - mall,20130,20130,2024,in compliance,,,,97.7,150.3,97.3,149.2,158609,14173,38.4,75.3,113.7,,1894.5,,,,,,,,,,,1894.5,94.11,
1350-0-00,1489 bird ave,san jose,CA,95125,42920050,2016,supermarket/grocery store,23200,23200,2024,in compliance,2024,compliant,63,199.9,484.3,197.4,477.4,1049318,10003,254,53.1,307.1,558,,,,,,,,,,,,558,24.05,
1351-0-00,1570 hamilton ave,san jose,CA,95125,42946018,1959,strip mall,24100,23575,2024,in compliance,,,,0,0.1,0,0.1,252.2,,0.1,0,0.1,,2.2,,,,,,,,,,,2.2,0.1,
1353-0-00,1880 meridian ave,san jose,CA,95125,42946034,1977,retail store,31430,32000,2024,in compliance,,,95,40.9,64.7,43,66.5,114342.6,9854.6,27.7,52.3,80,1505.8,,,,,,,,,,,,1505.8,47.06,
1355-0-00,1660 gaton dr,san jose,CA,95125,42946059,1976,multifamily housing,103376,153250,2024,in compliance,,,70,56.3,91.6,58.2,92.8,813675.1,61361,196.9,325.9,522.9,4518.5,,5514.6,,,,,,,,,,10033.2,65.47,
1356-0-00,1712 meridian ave,san jose,CA,95125,42946064,1990,retail store,28480,28962,2024,in compliance,,,100,44.2,84.8,43.7,83.3,181841.8,6439.2,44,34.2,78.2,709.2,,1505.8,,,,,,,,,,2215,76.48,
1357-0-00,1530 hamilton ave,san jose,CA,95125,42946068,1999,supermarket/grocery store,55447,55447,2024,in compliance,,,82,146.8,356.8,148.4,356.5,1864092,18671,451.2,99.2,550.3,1691,,,,,,,,,,,,1691,30.5,
1358-0-00,1533 alta glen dr,san jose,CA,95125,42948051,1963,multifamily housing,30939,35120,2024,in compliance,2024,not submitted,96,24.6,52.8,25.1,54.3,164140.8,3215.6,39.7,17.1,56.8,,1961.8,,,,,,,,,,,1961.8,55.86,64
1359-0-00,1515 alta glen dr,san jose,CA,95125,42948054,1963,multifamily housing,28953,29075,2024,in compliance,,,88,38.2,65.5,39.4,67.6,127698.6,7104.6,30.9,37.7,68.6,,1648.9,,,,,,,,,,,1648.9,56.71,69
1360-0-00,1514 alta glen dr,san jose,CA,95125,42948056,1963,multifamily housing,34278,36126,2024,in compliance,,,84,37.3,61.5,38.9,62.6,131459.1,9563.7,31.8,50.8,82.6,,1604.7,,,,,,,,,,,1604.7,44.42,73
1361-0-00,1514 meridian ave,san jose,CA,95125,42948058,1976,office,37000,42122,2024,in compliance,,,32,94,194.4,96.8,195.5,662126,18179.3,160.3,96.6,256.8,1030.8,,,,,,,,,,,,1030.8,24.47,
1362-0-00,780 willow st,san jose,CA,95125,43401056,1990,strip mall,27830,27830,2024,in compliance,,,,190.1,294.2,190.9,293.7,434823.5,38290.5,105.2,203.4,308.6,,639.6,,,,,,,,,,,639.6,22.98,
1363-0-00,1102 bird ave,san jose,CA,95125,43401057,1991,self-storage facility,38864,38864,2024,in compliance,,,,1.8,4.6,1.9,4.7,17671.7,149.3,4.3,0.8,5.1,,564.1,,,,,,,,,,,564.1,14.51,
1364-0-00,1381 s 1st st,san jose,CA,95110,43410099,1998,other - public services,22073,20000,2024,in compliance,,,,72.7,152.2,77,154.8,247611.9,6948.4,59.9,36.9,96.8,274.2,,,,,,,,,,,,274.2,13.71,
1365-0-00,1200 lick ave,san jose,CA,95110,43412098,1998,multifamily housing,35979,36137,2024,in compliance,,,97,28.4,60.2,29.4,62.6,191915.2,4080.2,46.4,21.7,68.1,,2402,,,,,,,,,,,2402,66.47,47
1366-0-00,1496 almaden rd,san jose,CA,95125,43421037,1999,multifamily housing,78127,107663,2024,in compliance,,,99,21.2,42.5,21.3,42.7,366550.7,10468.1,88.7,55.6,144.3,,4250.1,,,,,,,,,,,4250.1,39.48,58
1367-0-00,1500 almaden rd,san jose,CA,95125,43421040,2001,multifamily housing,131032,155763,2024,in compliance,,,89,37.1,59.4,38,60,524209.8,41314.5,126.9,219.4,346.3,,5776.3,,,,,,,,,,,5776.3,37.08,
1369-0-00,1640 la rossa cir,san jose,CA,95125,43425023,1988,multifamily housing,120000,123442,2024,in compliance,2024,not submitted,53,36.7,70.1,37.4,71.4,662628.2,23616.2,160.4,125.4,285.8,,651.3,,,,,,,,,,,651.3,5.28,100
1371-0-00,1567 almaden expy,san jose,CA,95125,43426032,1956,other,44580,44580,2024,in compliance,,,,5.5,15.4,5.5,15.4,71919.4,,17.4,0,17.4,,726.4,,,,,,,,,,,726.4,16.29,
1372-0-00,1501 almaden rd,san jose,CA,95125,43426036,2007,multifamily housing,195541,241821,2024,in compliance,,,69,59.2,103.7,60,104.6,1062821,55334.7,257.2,293.9,551.1,,10125.6,,,,,,,,,,,10125.6,66.33,62
1373-0-00,465 willow glen way,san jose,CA,95125,43430026,2002,multifamily housing,44259,60707,2024,in compliance,,,96,30.5,47.4,31.6,49.3,163117.5,13635.8,39.5,72.4,111.9,,4342.5,,,,,,,,,,,4342.5,71.53,11
1373-1-00,2175 lincoln ave,san jose,CA,95125,43908011,1980,other - recreation,20800,20800,2024,in compliance,2024,compliant,,52.9,98.5,56.6,102.4,149589.1,6677.5,36.2,35.5,71.7,224.6,,265.7,,,,,,,,,,490.4,23.58,
1374-0-00,1425 foxworthy ave,san jose,CA,95118,43941075,1955,strip mall,68802,20000,2024,in compliance,,,,126.2,309.4,128.3,309.7,585993.7,5664.7,141.8,30.1,171.9,1140.8,,,,,,,,,,,,1140.8,57.04,
1375-0-00,2939 old almaden rd,san jose,CA,95125,43948035,1966,multifamily housing,26868,27926,2024,in compliance,,,51,38.8,68,39.7,69.8,131465,6610.9,31.8,35.1,66.9,,2322.9,,,,,,,,,,,2322.9,83.18,4
1376-0-00,1661 foxworthy ave,san jose,CA,95124,44244022,1961,strip mall,30075,33570,2024,in compliance,,,,66.3,173.7,66.7,172.6,576429.5,2736.2,139.5,14.5,154,,57.3,,,,,,,,,,,57.3,1.71,
1376-1-00,1601 foxworthy ave,san jose,CA,95118,44601034,2009,other - recreation,19746,19746,2024,in compliance,,,,39,84.2,41.5,86.8,143102,3307.8,34.6,17.6,52.2,,578,,,,,,,,,,,578,29.27,
1378-0-00,2700 booksin ave,san jose,CA,95125,44633012,1969,senior living community,78317,78317,2024,in compliance,2024,not submitted,100,29.5,48.1,30,47.9,216011.7,16089.2,52.3,85.5,137.7,,8071.6,,,,,,,,,,,8071.6,103.06,
