SAN JOSE BUILDING ID,STREET,CITY,STATE,ZIP CODE,ASSESSOR PARCEL NUMBER,YEAR BUILT,PRIMARY PROPERTY TYPE,ASSESSOR GROSS FLOOR AREA (ft^2),REPORTED GROSS FLOOR AREA (ft^2),ANNUAL REPORTING YEAR,ANNUAL BENCHMARKING STATUS,ENERGY STAR SCORE,WEATHER NORMALIZED SITE ENERGY USE INTENSITY (kBTU/ft^2),WEATHER NORMALIZED SOURCE ENERGY USE INTENSITY (kBTU/ft^2),SITE ENERGY USE INTENSITY (kBTU/ft^2),SOURCE ENERGY USE INTENSITY (kBTU/ft^2),TOTAL ELECTRICITY USE (kWh),TOTAL NATURAL GAS USE (therms),INDIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),DIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),TOTAL GREENHOUSE GAS EMISSIONS (metric tons of CO2e),MUNICIPALLY SUPPLIED WATER INDOOR USE (kgal),MUNICIPALLY SUPPLIED WATER MIXED USE (kgal),MUNICIPALLY SUPPLIED WATER OUTDOOR USE (kgal),RECYCLED WATER INDOOR USE (kgal),RECYCLED WATER MIXED USE (kgal),RECYCLED WATER OUTDOOR USE (kgal),WELL WATER INDOOR USE (kgal),WELL WATER MIXED USE (kgal),WELL WATER OUTDOOR USE (kgal),OTHER WATER INDOOR USE (kgal),OTHER WATER MIXED USE (kgal),OTHER WATER OUTDOOR USE (kgal),TOTAL WATER USE (kgal),WATER USE INTENSITY (gal/ft^2),US EPA WATER SCORE
0343-0-00,1560 n 1st st,san jose,CA,95112,23502014,1998,hotel,67488,67488,2019,in compliance,48,53.9,115.8,53.3,113.9,,11030.99968,,58.6,,,,,,,,,,,,,,5447,100.06,
0349-0-00,101 e gish rd,san jose,CA,95112,23503002,2000,hotel,52592,95056,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0350-0-00,1471 n 4th st,san jose,CA,95112,23503003,2000,hotel,112218,94231,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0351-0-00,1536 kerley dr,san jose,CA,95112,23503004,2000,multifamily housing,41156,61593,2019,in compliance,3,,,58.7,118.9,,15964.9102,,84.8,,,,,,,,,,,,,,,,
0354-0-00,1460 n 4th st,san jose,CA,95112,23504005,2012,multifamily housing,88275,88275,2019,pending revisions,83,27.9,56,27.9,56.5,,15089.15976,,80.1,,,,,,,,,,,,,,5426.3,44.38,52
0359-0-00,1350 n 1st st,san jose,CA,95112,23505041,1974,hotel,202454,202454,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0369-0-00,30 e rosemary st,san jose,CA,95112,23505038,2013,multifamily housing,63512,84188,2019,in compliance,,17.3,30.4,17.6,30.7,,8903.25921,,47.3,,,,,,,,,,,,,,3614.8,42.94,
0370-0-00,60 e rosemary st,san jose,CA,95112,23505039,2013,multifamily housing,156093,221409,2019,in compliance,80,29.4,57.9,29.6,58.1,,27742.51436,,147.4,,,,,,,,,,,,,,9002.2,46.12,46
0397-0-00,35 e gish rd,san jose,CA,95112,23520003,2009,multifamily housing,28564,37494,2019,in compliance,22,,,41.7,84.2,,9454.24992,,50.2,,,,,,,,,,,,,,2089.9,40.98,54
0399-0-00,2345 harris way,san jose,CA,95131,23701043,1979,worship facility,70106,70106,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0400-0-00,2219 oakland rd,san jose,CA,95131,23701044,1984,mixed use property,138366,138366,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0406-0-00,832 charcot ave,san jose,CA,95131,23702064,1974,non-refrigerated warehouse,118774,118858,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0415-0-00,2033 otoole ave,san jose,CA,95131,23702084,1980,non-refrigerated warehouse,164250,164089,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0418-0-00,880 ridder park dr,san jose,CA,95131,23703026,1997,office,83841,83841,2019,in compliance,73,78.9,158.3,79.1,157.7,,30545.71271,,162.2,,,,,,,,,,,,,,1707.4,20.36,
0420-0-00,1797 fox dr,san jose,CA,95131,23703049,1990,office,49782,50972,2019,in compliance,80,41,96,40.5,95,448028.1,5357.2,101.3,28.5,129.8,,1110.6,,,,,,,,,,,1110.6,21.79,
0421-0-00,880 fox ln,san jose,CA,95131,23703057,1990,office,85891,90374,2019,in compliance,4,137.9,386.2,137.9,386.2,3653037,1,826.3,0,826.3,,2798.2,,,,,,,,,,,2798.2,30.96,
0422-0-00,1330 ridder park dr,san jose,CA,95131,23703059,1984,office,51959,33500,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0422-1-00,1799 oakland rd,san jose,CA,95131,23703064,2022,self-storage facility,53216,53087,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0423-0-00,1001 ridder park dr,san jose,CA,95131,23703068,2014,office,124592,125000,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0424-0-00,1310 ridder park dr,san jose,CA,95131,23703071,2001,office,215225,275659,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0426-0-00,1730 fox dr,san jose,CA,95131,23703076,1989,office,79508,77483,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0427-0-00,1781 fox dr,san jose,CA,95131,23703077,1990,office,25695,26381,2019,in compliance,76,43.2,95.3,42.9,92.6,209978.8,4149.4,47.5,22,69.5,,1027.7,,,,,,,,,,,1027.7,38.95,
0428-0-00,1745 fox dr,san jose,CA,95131,23703078,1984,office,64983,65000,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0429-0-00,1733 fox dr,san jose,CA,95131,23703079,2014,office,50900,49024,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0430-0-00,1028 e brokaw rd,san jose,CA,95131,23703080,2016,,96100,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0431-0-00,1058 e brokaw rd,san jose,CA,95131,23703081,1998,,130054,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0439-0-00,775 ridder park dr,san jose,CA,95131,23705061,2008,wholesale club/supercenter,138140,138140,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0479-0-00,2216 otoole ave,san jose,CA,95131,23710238,1984,manufacturing/industrial plant,51377,50574,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0480-0-00,2210 otoole ave,san jose,CA,95131,23710239,1976,office,53594,53524,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0481-0-00,1010 rincon cir,san jose,CA,95131,23710252,1984,,87748,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0482-0-00,1060 rincon cir,san jose,CA,95131,23710253,1984,office,62053,62053,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0483-0-00,2075 zanker rd,san jose,CA,95131,23711053,1981,,56534,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0488-0-00,2032 bering dr,san jose,CA,95131,23711059,1978,manufacturing/industrial plant,25440,90480,2019,in compliance,,8.6,22,8.5,21.8,,1040.639999,,5.5,,,,,,,,,,,,,,33512.7,370.39,
0493-0-00,2124 bering dr,san jose,CA,95131,23711072,2011,distribution center,62054,62054,2019,in compliance,,,,,,,,,,,,,,,,,,,,,,,,,
0502-0-00,871 fox ln,san jose,CA,95131,23715188,1990,manufacturing/industrial plant,135634,133288,2019,in compliance,,90.6,247.2,88.9,242.7,3332678,4827.5,753.8,25.6,779.5,,2465,,,,,,,,,,,2465,18.49,
0503-0-00,801 fox ln,san jose,CA,95131,23715189,1990,office,90145,87403,2019,in compliance,26,89.5,240.3,87.8,234.9,2089201,5463.7,472.6,29,501.6,,1968.7,,,,,,,,,,,1968.7,22.52,
0504-0-00,988 rock ave,san jose,CA,95131,23715192,2000,manufacturing/industrial plant,71958,71294,2019,in compliance,,86.3,237.7,84.8,233.6,1725901,1550.4,390.4,8.2,398.6,,542.6,,,,,,,,,,,542.6,7.61,
0508-0-00,926 rock ave,san jose,CA,95131,23715196,2001,office,46430,45781,2019,in compliance,1,149.7,411.1,148.5,407.8,1931298,2085.3,436.8,11.1,447.9,,904.2,,,,,,,,,,,904.2,19.75,
0509-0-00,980 rock ave,san jose,CA,95131,23715197,2001,office,83500,82962,2019,in compliance,21,93.6,253.2,92.5,250.3,2129255,4059.1,481.6,21.6,503.2,,1135.3,,,,,,,,,,,1135.3,13.68,
0518-0-00,1602 crane ct,san jose,CA,95112,23716066,1990,hotel,81384,98268,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0522-0-00,97 e brokaw rd,san jose,CA,95112,23717092,1981,office,55903,59859,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0527-0-00,2290 n 1st st,san jose,CA,95131,23717142,1984,office,76606,74105,2019,in compliance,48,72.9,149.2,73,148.6,,24403.78013,,129.6,,,,,,,,,,,,,,2089.9,27.37,
0528-0-00,2010 n 1st st,san jose,CA,95131,23717155,1980,office,82890,85357,2019,in compliance,51,79.2,178.7,80.5,180,,21438.60039,,113.9,,,,,,,,,,,,,,2228.3,26.91,
0531-0-00,55 e brokaw rd,san jose,CA,95112,23717168,2000,hotel,67168,67153,2019,in compliance,73,41.5,89.1,41.3,88.6,508749,10378,115.1,55.1,170.2,6278,,,,,,,,,,,,6278,93.49,
0531-1-00,2088 n 1st st,san jose,CA,95131,23717174,2020,hotel,96879,96879,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0531-2-00,2080 n 1st st,san jose,CA,95131-2003,23717175,2020,hotel,88363,80000,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0537-0-00,504 dado st,san jose,CA,95131,23718053,1977,manufacturing/industrial plant,121400,45465,2019,in compliance,,0.2,0.6,0.2,0.6,,,,0,,,,,,,,,,,,,,24.4,0.54,
0538-0-00,590 brennan st,san jose,CA,95131,23718060,1982,,109400,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0542-0-00,587 charcot avenue,san jose,CA,95131,23718082,1971,distribution center,103782,103782,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0543-0-00,559 charcot ave,san jose,CA,95131,23718083,1977,non-refrigerated warehouse,53332,54000,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0544-0-00,555 charcot ave,san jose,CA,95131,23718084,1971,distribution center,89000,89039,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0554-0-00,2149 otoole ave,san jose,CA,95131,23719031,1984,office,122320,122212,2019,in compliance,,28.2,78.1,28.2,78,,542.0300211,,2.9,,,,,,,,,,,,,,4672.1,38.2,
0557-0-00,780 montague expy,san jose,CA,95131,23719053,1982,office,91867,95317,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0560-0-00,568 charcot ave,san jose,CA,95131,23720053,1974,manufacturing/industrial plant,81629,20880,2019,in compliance,,106.6,257.6,108.4,259.5,,5260.107752,,27.9,,,,,,,,,,,,,,413.3,19.8,
0564-0-00,1923 hartog dr,san jose,CA,95131,23720110,1977,distribution center,62508,62401,2019,in compliance,83,25.8,64.2,26,64.3,,2989.830014,,15.9,,,,,,,,,,,,,,1827.7,29.24,
0565-0-00,1930 junction ave,san jose,CA,95131,23720111,1977,distribution center,56700,56700,2019,pending revisions,97,15.4,36.1,15.3,36.1,,2223.969807,,11.8,,,,,,,,,,,,,,933.6,16.47,
0566-0-00,671 e brokaw rd,san jose,CA,95112,23720114,1978,manufacturing/industrial plant,121614,48652,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0566-0-01,735 e brokaw rd,san jose,CA,95112,23720114,1978,manufacturing/industrial plant,121614,42646,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0581-0-00,200 e trimble rd,san jose,CA,95131,23722050,1978,non-refrigerated warehouse,109844,109844,2019,in compliance,,8.5,20.8,8.5,20.8,,1852.529871,,9.8,,,,,,,,,,,,,,1281.1,11.66,
0582-0-00,128 component dr,san jose,CA,95131,23722061,1978,non-refrigerated warehouse,127000,127000,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0583-0-00,2450 n 1st st,san jose,CA,95131,23722065,1978,,81600,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0584-0-00,2460 n 1st st,san jose,CA,95131,23722066,1984,office,147014,147014,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0585-0-00,2331 zanker rd,san jose,CA,95131,23722076,1980,,83520,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0586-0-00,2305 bering dr,san jose,CA,95131,23722077,1980,,121980,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0587-0-00,109 component dr,san jose,CA,95131,23722081,1977,distribution center,158743,85131,2019,in compliance,92,5.1,14.2,5.1,14.2,,,,0,,,,,,,,,,,,,,,,
0589-0-00,2355 zanker rd,san jose,CA,95131,23722083,1982,office,50020,50020,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0590-0-00,2540 n 1st st,san jose,CA,95131,23722084,1986,office,73305,76367,2019,pending revisions,84,49.2,137.9,48.1,134.8,,,,0,,,,,,,,,,,,,,1072.6,14.04,
0591-0-00,2550 n 1st st,san jose,CA,95131,23722085,1986,office,70981,74683,2019,pending revisions,83,46,128.9,46,128.9,,,,0,,,,,,,,,,,,,,646.6,8.66,
0592-0-00,2570 n 1st st,san jose,CA,95131,23722086,1986,office,70981,74683,2019,pending revisions,90,39.5,110.5,39.5,110.5,,,,0,,,,,,,,,,,,,,978.5,13.1,
0593-0-00,2580 n 1st st,san jose,CA,95131,23722087,1986,office,70981,74683,2019,pending revisions,68,55.3,154.8,55.3,154.8,,,,0,,,,,,,,,,,,,,869.8,11.65,
0594-0-00,2590 n 1st st,san jose,CA,95131,23722088,1986,office,73242,75572,2019,in compliance,73,40.5,113.4,40.5,113.4,,,,0,,,,,,,,,,,,,,419.7,5.55,
0595-0-00,2560 n 1st st,san jose,CA,95131,23722089,1986,office,79508,81868,2019,pending revisions,14,139,389.2,139,389.2,,,,0,,,,,,,,,,,,,,849.7,10.38,
0607-0-00,2350 zanker rd,san jose,CA,95131,23728013,1980,laboratory,50330,52156,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0609-0-00,2510 zanker rd,san jose,CA,95131,23728024,1980,office,173697,36000,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0609-0-01,2520 zanker rd,san jose,CA,95131,23728024,1980,mixed use property,173697,121100,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0609-0-02,2548 zanker rd,san jose,CA,95131,23728024,1980,office,173697,17897,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0610-0-00,2301 junction ave,san jose,CA,95131,23728031,2001,non-refrigerated warehouse,63014,58365,2019,in compliance,99,17.1,38.9,17.1,38.8,,3029.146386,,16.1,,,,,,,,,,,,,,356.9,6.12,
0613-0-00,2308 zanker rd,san jose,CA,95131,23728044,1977,,55000,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0614-0-00,2291 junction ave,san jose,CA,95131,23728045,1978,non-refrigerated warehouse,49780,49620,2019,in compliance,100,6.4,18,6.4,18,,0,,0,,,,,,,,,,,,,,412.3,8.31,
0615-0-00,2275 junction ave,san jose,CA,95131,23728046,1970,other - services,53760,66000,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0616-0-00,2450 zanker rd,san jose,CA,95131,23728049,1980,mixed use property,69442,43882,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0616-0-01,2460 zanker rd,san jose,CA,95131,23728049,1980,office,69442,25560,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0617-0-00,400 e trimble rd,san jose,CA,95131,23728054,1977,distribution center,126400,126400,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0618-0-00,450 e trimble rd,san jose,CA,95131,23728055,1977,distribution center,105300,105300,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0622-0-00,450 charcot ave,san jose,CA,95131,23729016,1978,non-refrigerated warehouse,119905,113000,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0635-1-00,1501 berryessa rd,san jose,CA,95133,24104043,2019,multifamily housing,296479,1098294,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0660-0-00,1620 oakland rd,san jose,CA,95131,24117007,1983,office,56247,29120,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0662-0-00,1172 murphy ave,san jose,CA,95131,24117009,1988,worship facility,53010,53010,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0663-0-00,1619 ambergrove dr,san jose,CA,95131,24137005,1987,multifamily housing,161812,190398,2019,in compliance,100,4.1,6.4,4.1,6.4,,5416.28051,,28.8,,,,,,,,,,,,,,,,
0668-0-00,2075 n capitol ave,san jose,CA,95132,24401057,1985,office,116800,116800,2019,in compliance,100,61.6,167.7,60.5,164.6,,3166.478376,,16.8,,,,,,,,,,,,,,1579.6,13.52,
0673-0-00,1931 trade zone cir,san jose,CA,95131,24402041,1985,multifamily housing,65154,484275,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0678-0-00,1710 automation pkwy,san jose,CA,95131,24413013,1993,manufacturing/industrial plant,192026,203595,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0679-0-00,1768 automation pkwy,san jose,CA,95131,24413016,1998,office,110592,92608,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0681-0-00,1704 automation pkwy,san jose,CA,95131,24413019,1997,office,84208,84208,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0682-0-00,1756 & 1762 automation pkwy,san jose,CA,95131,24413021,1998,,137088,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0683-0-00,1750 automation pkwy,san jose,CA,95131,24413022,1998,manufacturing/industrial plant,78336,80641,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0685-0-00,1705 automation pkwy,san jose,CA,95131,24414014,2007,supermarket/grocery store,146843,146843,2019,in compliance,90,134.6,281.8,133.9,281.1,,50023.0208,,265.7,,,,,,,,,,,,,,3322.5,22.63,
0687-0-00,2150 commerce dr,san jose,CA,95131,24415003,1990,manufacturing/industrial plant,61940,58833,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0688-0-00,2380 qume dr,san jose,CA,95131,24415009,1985,office,109500,111512,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0690-0-00,2222 qume dr,san jose,CA,95131,24415030,1990,manufacturing/industrial plant,81500,79685,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0691-0-00,1870 lundy ave,san jose,CA,95131,24415022,2013,medical office,55968,56000,2019,in compliance,88,32.4,70.4,32.3,68.8,,8431.666066,,44.8,,,,,,,,,,,,,,542.5,7.98,
0692-0-00,2201 qume dr,san jose,CA,95131,24415023,2019,manufacturing/industrial plant,63958,63958,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0693-0-00,2350 qume dr,san jose,CA,95131,24415029,1990,manufacturing/industrial plant,327570,286915,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0698-0-00,2302 trade zone blvd,san jose,CA,95131,24416023,1984,office,64800,64800,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0704-0-00,1931 fortune dr,san jose,CA,95131,24417013,1970,other,70460,71000,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0707-0-00,2090 fortune dr,san jose,CA,95131,24418005,1996,office,71750,71750,2019,in compliance,7,134,313.2,133.5,310.9,,25773.33338,,136.9,,,,,,,,,,,,,,1948.7,27.16,
0708-0-00,2241 lundy ave,san jose,CA,95131,24418006,1979,,64620,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0709-0-00,2105 lundy ave,san jose,CA,95131,24418007,1983,,60428,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0710-0-00,2240 ringwood ave,san jose,CA,95131,24418011,1983,manufacturing/industrial plant,82500,82500,2019,in compliance,,176.8,482.8,172.6,470.6,,5984.48066,,31.8,,,,,,,,,,,,,,27276.6,330.63,
0711-0-00,1710 fortune dr,san jose,CA,95131,24418012,1983,,86000,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0712-0-00,2180 fortune dr,san jose,CA,95131,24418015,1970,office,51814,56000,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0716-0-00,2160 lundy ave,san jose,CA,95131,24418026,1980,other,47679,54524,2019,in compliance,,74.5,137.7,73.4,135.9,,21731.70142,,115.4,,,,,,,,,,,,,,11.8,0.22,
0717-0-00,2190 fortune dr,san jose,CA,95131,24418031,1980,,71589,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0718-0-00,1953 concourse dr,san jose,CA,95131,24418035,1984,other,110148,110148,2019,in compliance,,66.2,179.3,65.8,177.9,,3982.531806,,21.2,,,,,,,,,,,,,,1976,17.94,
0719-0-00,2030 fortune dr,san jose,CA,95131,24418037,1983,office,71750,72249,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0720-0-00,2244 blach pl,san jose,CA,95131,24418038,1982,office,87912,55000,2019,in compliance,52,60.7,133.8,62.2,135.4,,12225.84883,,64.9,,,,,,,,,,,,,,168.7,3.07,
0721-0-00,2010 fortune dr,san jose,CA,95131,24418039,2015,college/university,71067,72000,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0722-0-00,2243 lundy ave,san jose,CA,95131,24418041,1997,,111459,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0724-0-00,1940 concourse dr,san jose,CA,95131,24419003,1980,non-refrigerated warehouse,56420,86364,2019,in compliance,,1.3,3.7,1.3,3.7,,29.75000119,,0.2,,,,,,,,,,,,,,2640.6,30.58,
0726-0-00,1980 concourse dr,san jose,CA,95131,24419006,2004,office,84562,85000,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0727-0-00,2030 concourse dr,san jose,CA,95131,24419008,1979,manufacturing/industrial plant,71100,26744,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0728-0-00,2045 lundy ave,san jose,CA,95131,24419009,1981,office,62747,62747,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0729-0-00,1911/1949 lundy ave,san jose,CA,95131,24419012,1978,non-refrigerated warehouse,411382,260574,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0732-0-00,1140 ringwood ct,san jose,CA,95131,24419021,1984,,80472,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0733-0-00,1251 mckay dr,san jose,CA,95131,24419023,1984,office,50731,151247,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0737-0-00,2040 -2060 corporate court,san jose,CA,95131,24419041,1990,non-refrigerated warehouse,131172,131172,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0738-0-00,2044 concourse dr,san jose,CA,95131,24419042,1980,office,55000,57244,2019,in compliance,95,24.6,62,24,60.5,,2207.065747,,11.7,,,,,,,,,,,,,,280.3,4.9,
0739-0-00,1865 lundy ave,san jose,CA,95131,24419043,1984,worship facility,55684,57063,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0740-0-00,1885 lundy ave,san jose,CA,95131,24419045,1984,office,55684,56500,2019,in compliance,,64.5,142.9,64.8,142.4,,12648.2665,,67.2,,,,,,,,,,,,,,652.5,11.55,
0743-0-00,2000 ringwood ave,san jose,CA,95131,24419051,2013,manufacturing/industrial plant,124500,125660,2019,in compliance,,75,200.9,74.6,199.7,,6568.174208,,34.9,,,,,,,,,,,,,,2952.9,23.5,
0744-0-00,1109 mckay dr,san jose,CA,95131,24419052,1990,,100516,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0745-0-00,1735 lundy ave,san jose,CA,95131,24420006,1990,,103420,,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0748-0-00,1718 ringwood ave,san jose,CA,95131,24420034,2003,laboratory,75299,54000,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0751-0-00,1715 murphy ave,san jose,CA,95131,24420043,1992,multifamily housing,375998,390966,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0752-0-00,1782 oakland rd,san jose,CA,95131,24421039,1995,multifamily housing,226670,231576,2019,in compliance,98,24,48.1,24.2,48.1,,4758.680003,,25.3,,,,,,,,,,,,,,2089.9,49.29,63
0753-0-00,1331 lakeshore cir,san jose,CA,95131,24421060,1989,multifamily housing,472614,472476,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0754-0-00,2031 ringwood ave,san jose,CA,95131,24422024,1980,manufacturing/industrial plant,86592,62000,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0756-0-00,1941 ringwood ave,san jose,CA,95131,24422029,1985,office,56840,56840,2019,in compliance,,29.2,72.6,29,71.7,,3090.871058,,16.4,,,,,,,,,,,,,,788.2,13.87,
0760-0-00,2071 ringwood ave,san jose,CA,95131,24422038,1981,non-refrigerated warehouse,183873,183873,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0765-0-00,2261 ringwood ave,san jose,CA,95131,24423046,1980,retail store,112716,109276,2019,in compliance,85,13.5,34.8,13.4,34.6,,1806.000115,,9.6,,,,,,,,,,,,,,627,5.74,
0767-0-00,2205 ringwood ave,san jose,CA,95131,24423048,1965,non-refrigerated warehouse,64752,64752,2019,in compliance,,,,,,,,,,,,,,,,,,,,,,,,,
0775-1-00,2144 oakland rd,san jose,CA,95131,24423069,2020,non-refrigerated warehouse,82900,82900,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0778-0-00,1510 montague expy,san jose,CA,95131,24424010,1979,non-refrigerated warehouse,315630,315600,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0784-0-00,1233 elm lake ct,san jose,CA,95131,24437009,1989,multifamily housing,81772,81772,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0785-0-00,1710 oakland rd,san jose,CA,95131,24437015,1980,strip mall,42640,76597,2019,in compliance,,247.4,482.8,247.4,482.8,,91892.4898,,488.1,,,,,,,,,,,,,,,,
0785-1-00,1879 lundy ave,san jose,CA,95131,24444063,2006,office,59000,56989,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0786-0-00,1265 n capitol ave,san jose,CA,95132,24504078,1973,multifamily housing,153024,154152,2019,in compliance,48,55.5,81.2,55.5,80.3,,65136.3704,,346,,,,,,,,,,,,,,15817.6,104.11,1
0786-1-00,1167 n capitol ave,san jose,CA,95132,24505017,2018,other - public services,95623,90970,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0788-0-00,1628- 1698 hostetter road,san jose,CA,95131,24544010,1991,strip mall,74802,74637,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0791-0-00,327 e taylor st,san jose,CA,95112,24907010,2000,multifamily housing,200372,244661,2019,pending revisions,97,27.5,55.8,27.9,56.1,,30720.01085,,163.2,,,,,,,,,,,,,,10026.7,40.98,47
0793-0-00,395 n 9th st,san jose,CA,95112,24907065,1925,distribution center,63898,59847,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0794-0-00,871 n 10th st,san jose,CA,95112,24908031,2010,multifamily housing,70042,69796,2019,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0795-0-00,817 n 10th st,san jose,CA,95112,24908032,2015,multifamily housing,136412,177408,2019,in compliance,55,44.9,90.6,44.7,89.6,,30256.92996,,160.7,,,,,,,,,,,,,,6449.6,43.46,46
